ID,Title,Description,Link,Summarize,Summarized Caption,Group/Channel,Mode,Date,Hour (24),Minute (60),Execute,Status,Scheduled At,Sent At,Category,Relevancy,,
234,Interfacing Logitech Wireless Gamepad F710 Using Arduino,Do you want to try make your USB joystick as a remote control for your Arduino project? Try this...,https://my.cytron.io/tutorial/interfacing-logitech-wireless-gamepad-f710-using-arduino,Off,,,,-,-,-,Off,,-,-,Arduino,Disabled,,
235,Program Your micro:bit Using Arduino IDE,Did you know that you can program your micro:bit using Arduino IDE?..,https://my.cytron.io/tutorial/program-microbit-using-arduino-ide,Off,,,,-,-,-,Off,,-,-,"Arduino, microbit",OLD,,
236,Control Your micro:bit Using Adafruit Bluetooth App,Let's utilize built-in bluetooth module in micro:bit board!..,https://my.cytron.io/tutorial/control-microbit-using-adafruit-bluetooth-app,Off,,,,-,-,-,Off,,-,-,microbit,OLD,,
237,I2C LCD Using micro:bit,"If you feel LED matrix on micro:bit is small enough to display any status, you can consider to use I2C LCD...",https://my.cytron.io/tutorial/i2c-lcd-using-microbit,Off,,,,-,-,-,Off,Sent,-,2025-05-04 14:00:53,microbit,OLD,,
238,PLAY HARI RAYA MELODY USING MICRO:BIT AND MAKECODE,Team Cytron would like to wish you a happy Hari Raya Aidilfitri! Maaf Zahir & Batin...,https://my.cytron.io/tutorial/play-hari-raya-melody-using-microbit-makecode,On,"Tutorial | PLAY HARI RAYA MELODY USING MICRO:BIT AND MAKECODE

Selamat Hari Raya Aidilfitri everyone! 🎉  Team Cytron wishes you a joyous celebration filled with laughter and happiness.  Maaf Zahir & Batin! 🙏

Learn how to create festive Hari Raya cheer with this fun tutorial on playing traditional melodies using a Micro:bit and MakeCode!  This project is perfect for beginners and a great way to celebrate the holiday with technology. 🎶  Let's get coding! 💻

🔗 Tutorial: https://my.cytron.io/tutorial/play-hari-raya-melody-using-microbit-makecode&tracking=content&utm_campaign=telegram-posts

#Microbit #MakeCode #HariRaya #STEM #Coding
","microbit MY, Cytron Learning Hub",Scheduled,03/26/2025,12,00,Off,Sent,2025-01-08 12:37:44,2025-03-26 12:00:53,"microbit, Festive",Festive,,
239,Program Telegram Bot on ESP32 Board,"We have shared tutorial on Telegram Bot using Raspberry Pi and Maker UNO. Now we try with NodeMCU ESP32. Before that, please read through following tutorial first:....",https://my.cytron.io/tutorial/interface-water-flow-sensor-using-esp32-board-2,On,"Tutorial | Program Telegram Bot on ESP32 Board
🤖 Ever wanted to control your projects with a simple chat message? We've shown you how to build Telegram Bots with Raspberry Pi and Maker UNO. Now, we're gearing up for something exciting: bringing Telegram Bots to the incredible ESP32 board! ✨

To make sure you're fully prepared for the upcoming ESP32 Telegram Bot tutorial, we highly recommend brushing up on your ESP32 interfacing skills first. Get a head start with this crucial tutorial:
🔗 Tutorial: https://my.cytron.io/tutorial/interface-water-flow-sensor-using-esp32-board-2&tracking=content&utm_campaign=telegram-posts
#ESP32 #TelegramBot #IoT #Microcontroller #Tutorial",ESP - Tips & Resources,,-,-,-,Off,,-,-,Raspberry Pi,,,
240,REMOTE RASPBERRY PI 4 (WITH RASPBIAN BUSTER) USING MAKER PHAT,"Raspberry Pi Foundation have launched a new product, Raspberry Pi 4 Model B on 24th June 2019. There have many major improvement and one of them, it is support dual HDMI monitor with 4K resolution. Ho..",https://my.cytron.io/tutorial/control-mdds30-in-serial-simplified-mode-using-raspberry-pi-2,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
241,Create A Simple GUI On Raspberry Pi To Control LEDs,"When we talk about GUI (Graphical User Interface), normally we will develop using our laptop/PC and using popular software like Microsoft Visual Studio, Processing, Eclipse or etc. Since Raspberry P....",https://my.cytron.io/tutorial/create-a-simple-gui-on-raspberry-pi-to-control-leds,Off,,,,-,-,-,Off,,-,-,,Disabled,,
242,DISPLAY TEXT ON DOT MATRIX USING RASPBERRY PI’S GUI,Last week I have shared a tutorial on how to create a simple GUI using Raspberry Pi. Now we try to extend the application of GUI by displaying text on dot matrix...,https://my.cytron.io/tutorial/control-servo-and-display-sensors-reading-using-gui-on-raspberry-pi-2-2,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
243,Control Servo and Display Sensor's Reading Using GUI on Raspberry Pi,"This time, we will try to include actuator control and sensor’s reading in GUI. From the interface, user is able to control servo motor position and reading sensor’s data...",https://my.cytron.io/tutorial/control-servo-and-display-sensors-reading-using-gui-on-raspberry-pi-2,Off,,,,-,-,-,Off,,-,-,,,,
244,READ RFID TAG USING RFID-RC522 AND ARDUINO,"In this tutorial, I’ll share with you on how to read the RFiD Tag Using RFID-RC522 and Arduino. The video will cover on :....",https://my.cytron.io/tutorial/height-measurement-using-ultrasonic-sensor-and-dot-matrix-on-maker-uno-2,On,"Tutorial | READ RFID TAG USING RFID-RC522 AND ARDUINO 🔓

Ever wondered how those RFID tags work? 🤔 Unlock the secrets of RFID technology and learn how to read them with an Arduino and the popular RC522 module! This tutorial will guide you through the process step-by-step, making it easy to understand even if you're a beginner. Get ready to build your own access control system or inventory management project! 🚀

🔗 Tutorial: https://my.cytron.io/tutorial/height-measurement-using-ultrasonic-sensor-and-dot-matrix-on-maker-uno-2&tracking=content&utm_campaign=telegram-posts

#RFID #Arduino #RC522 #DIYElectronics #ElectronicsProject
",Arduino MY,Scheduled,08/25/2026,12,00,On,,2025-12-22 15:17:51,-,Arduino,,,
245,Create A Simple GUI For USB RFid Reader EM4100 Using Raspberry Pi,Don't know how to interface USB RFid Reader with Raspberry Pi? Read this tutorial...,https://my.cytron.io/tutorial/create-a-simple-gui-for-usb-rfid-reader-em4100-using-raspberry-pi,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
246,Simple GUI to Control LED on Arduino with Processing,Do you know how to create a Graphical User Interface (GUI) that can control and communicate with Arduino ? ??..,https://my.cytron.io/tutorial/simple-gui-to-control-led-on-arduino-with-processing,Off,,,,-,-,-,Off,,-,-,Arduino,,,
247,USB Serial Communication Between Arduino and Raspberry Pi,Let's try to communicate between Arduino and Raspberry Pi through USB cable using Serial communication...,https://my.cytron.io/tutorial/usb-serial-communication-between-arduino-and-raspberry-pi,Off,,,,-,-,-,Off,,-,-,Arduino,,,
248,Control A Servo And Display Sensor’s Reading Using The GUI On Arduino.,Do you know how to create a Graphical User Interface (GUI) that can control and communicate with Arduino ? ??..,https://my.cytron.io/tutorial/control-servo-and-display-sensors-reading-using-the-gui-on-arduino,Off,,,,-,-,-,Off,,-,-,Arduino,,,
249,Control MDDS30 In Serial Simplified Mode Using Raspberry Pi,Need to program SmartDrive using Raspberry Pi? Let's try...,https://my.cytron.io/tutorial/control-mdds30-in-serial-simplified-mode-using-raspberry-pi,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
250,Magnetic Contact Switch Sensor with Arduino.,Do you know how magnetic contact switch sensor works and how to use it?..,https://my.cytron.io/tutorial/magnetic-contact-switch-sensor-with-arduino,Off,,,,-,-,-,Off,,-,-,,,,
251,Raspberry Pi Line Following Robot with Maker Line,Let's try to build line following robot using Raspberry Pi...,https://my.cytron.io/tutorial/raspberry-pi-line-following-robot-with-maker-line,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
252,ESP32 PD Line Following Robot with Maker Line,Let's try to build line following robot using ESP32...,https://my.cytron.io/tutorial/esp32-pd-line-following-robot-with-maker-line,On,"Tutorial | ESP32 PD Line Following Robot with Maker Line 🤖
Ready to bring your robot dreams to life? ✨ Our new tutorial makes it easy! Learn how to build a smart ESP32 PD Line Following Robot from scratch using the intuitive Maker Line. Follow our step-by-step guide to wire, code, and test your own autonomous bot. Perfect for all skill levels – let the building begin! 🛠️💡

🔗 Tutorial: https://my.cytron.io/tutorial/esp32-pd-line-following-robot-with-maker-line&tracking=content&utm_campaign=telegram-posts
#ESP32 #LineFollowingRobot #Robotics #MakerLine #DIY",ESP - Tips & Resources,,-,-,-,Off,,-,-,Robotics,,,
253,Controlling LED on Arduino using IR Remote,Do you know how infrared receiver works and how to use it?..,https://my.cytron.io/tutorial/controlling-led-on-arduino-using-ir-remote,Off,,,,-,-,-,Off,,-,-,,,,
254,Send Voice Message to Telegram Using Raspberry Pi,"Telegram text message is quite common, let's try voice message using Raspberry Pi...",https://my.cytron.io/tutorial/send-voice-message-to-telegram-using-raspberry-pi,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
255,Chocolate Box with Touch Sensor and Arduino,Hi guys! Do you know what is a capacitive touch sensor??..,https://my.cytron.io/tutorial/chocolate-box-with-touch-sensor-and-arduino,Off,,,,-,-,-,Off,,-,-,,,,
256,Arduino Device Tracker Using GSM GPS SIM7600E Module,Track your Arduino device using SIM7600E...,https://my.cytron.io/tutorial/arduino-device-tracker-using-gsm-gps-sim7600e-module,Off,,,,-,-,-,Off,,-,-,Arduino,,,
257,Night Light,Hi guys! Do you know to make a night light using micro:bit??..,https://my.cytron.io/tutorial/night-light,Off,,,,-,-,-,Off,,-,-,,,,
258,Getting Started With Teensy Using Arduino IDE,Want small yet powerful Arduino board? Let's try this!..,https://my.cytron.io/tutorial/getting-started-with-teensy-using-arduino-ide,Off,,,,-,-,-,Off,,-,-,Arduino,,,
259,Display Temperature and Humidity on OLED using DHT22 and Arduino,"The air is very hot and we have to take a very good care for ourself especially during haze. With this simple project, you can check the temperature, humidity and heat index...",https://my.cytron.io/tutorial/display-temperature-and-humidity-on-oled-using-dht22-and-arduino,On,"Tutorial | Display Temperature and Humidity on OLED using DHT22 and Arduino
🥵 Feeling the heat? The air can be harsh, especially with haze around! Keeping an eye on your environment is crucial for your well-being.

💡 Good news! You can easily build your own smart environmental monitor! Learn how to display real-time temperature, humidity, and even the heat index on a crisp OLED screen using just a DHT22 sensor and an Arduino.

Perfect for monitoring your room, office, or any space where you need to stay comfortable and safe. No more guessing – get precise data at your fingertips! ✨

🔗 Tutorial: https://my.cytron.io/tutorial/display-temperature-and-humidity-on-oled-using-dht22-and-arduino&tracking=content&utm_campaign=telegram-posts
#Arduino #DHT22 #OLED #TemperatureSensor #DIYProject",Arduino MY,,-,-,-,Off,,-,-,,,,
260,Interface 4x4 Keypad With Raspberry Pi,Let's try keypad on Raspberry Pi!..,https://my.cytron.io/tutorial/interface-4x4-keypad-with-raspberry-pi,Off,,,,-,-,-,Off,,-,-,Raspberry Pi,,,
261,Calculator Using I2C LCD and 4x4 Keypad on Arduino,Let's do a basic calculator with Maker UNO...,https://my.cytron.io/tutorial/calculator-using-i2c-lcd-and-4x4-keypad-on-arduino,Off,,,,-,-,-,Off,,-,-,,,,
262,Raspberry Pi Telegram Keypad Password,Now update your keypad password using Telegram Bot!..,https://my.cytron.io/tutorial/raspberry-pi-telegram-keypad-password,Off,,,,-,-,-,Off,,-,-,,,,
263,Interface Water Flow Sensor Using ESP32 Board,Measure your water usage using water flow sensor...,https://my.cytron.io/tutorial/interface-water-flow-sensor-using-esp32-board,On,"Tutorial | Interface Water Flow Sensor Using ESP32 Board 💧
Ever wanted to accurately monitor your water usage at home? 💡 Dive into our new tutorial and learn how to build your own water flow sensor system using the versatile ESP32 board! This hands-on project allows you to track consumption, identify leaks, and build smarter, more efficient water management solutions. Start your DIY journey today and make every drop count! 🛠️
🔗 Tutorial: https://my.cytron.io/tutorial/interface-water-flow-sensor-using-esp32-board&tracking=content&utm_campaign=telegram-posts
#ESP32 #WaterFlowSensor #DIYProjects #SmartHome #IoT",ESP - Tips & Resources,,-,-,-,Off,,-,-,,,,
264,Water Notification for Plants using Blynk and Moisture Sensor on ESP32.,"Looking for a reminder to water your plants when it needs water? Yes, you have come to the right tutorial!..",https://my.cytron.io/tutorial/water-notification-for-plants-using-blynk-and-moisture-sensor-on-esp32,On,"Tutorial | Water Notification for Plants using Blynk and Moisture Sensor on ESP32
🌱 Tired of forgetting to water your beloved plants? 😩 Never let your green friends go thirsty again! Learn how to build a smart water notification system using ESP32, Blynk, and a moisture sensor. Get instant alerts straight to your phone when your plants need a drink! 💧📱 This easy-to-follow tutorial will turn you into a plant care master! ✨

🔗 Tutorial: https://my.cytron.io/tutorial/water-notification-for-plants-using-blynk-and-moisture-sensor-on-esp32&tracking=content&utm_campaign=telegram-posts
#ESP32 #Blynk #PlantCare #IoT #DIY",ESP - Tips & Resources,,-,-,-,Off,,-,-,,,,
265,Control ESP32 Mobile Robot Using Android Bluetooth App,Anyone ever try Bluetooth module in ESP32 board?..,https://my.cytron.io/tutorial/control-esp32-mobile-robot-using-android-bluetooth-app,On,"Tutorial | Control ESP32 Mobile Robot Using Android Bluetooth App

Anyone ever try the Bluetooth module in their ESP32 board? 🤔 Get ready to unlock new possibilities! 🚀 Ever dreamt of steering your robot with just your phone? 🤖📱 Now you can! This brand new tutorial guides you step-by-step to build and control an ESP32 mobile robot using a custom Android Bluetooth app. Learn how to set up your ESP32, write the code, and even create your own app interface. It's hands-on, fun, and completely wireless! ✨ Perfect for anyone ready to dive into robotics and app control.

🔗 Tutorial: https://my.cytron.io/tutorial/control-esp32-mobile-robot-using-android-bluetooth-app&tracking=content&utm_campaign=telegram-posts
#ESP32 #BluetoothRobot #MobileRobotics #AndroidApp #DIYRobotics",ESP - Tips & Resources,,-,-,-,Off,,-,-,,,,
266,Height Measurement Using Ultrasonic Sensor and Dot Matrix on Maker UNO,Let's do a height measurement!..,https://my.cytron.io/tutorial/height-measurement-using-ultrasonic-sensor-and-dot-matrix-on-maker-uno,On,"Tutorial | Height Measurement Using Ultrasonic Sensor & Dot Matrix on Maker UNO

Ever wondered how to measure height using a simple ultrasonic sensor and display it on a dot matrix? 🤔 This awesome tutorial shows you exactly how!  Let's do a height measurement!  Learn to build your own height measuring device using the Maker UNO, perfect for fun projects or even practical applications! 🚀  Get ready to level up your electronics skills! ⬆️


🔗 Tutorial: https://my.cytron.io/tutorial/height-measurement-using-ultrasonic-sensor-and-dot-matrix-on-maker-uno&tracking=content&utm_campaign=telegram-posts

#MakerUNO #UltrasonicSensor #DotMatrix #ElectronicsTutorial #DIYProjects
",Arduino MY,Scheduled,05/26/2026,12,00,On,,2025-12-22 13:57:40,,Arduino,Relevant,,
